ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,WinesAmount,FruitsAmount,MeatAmount,FishAmount,SweetAmount,GoldAmount,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,LastCampaign,Complain,Country,Join_year,Join_month,Join_weekday,Age,Children,Total_Amount,Total_purchase_Count,Total_accepted_campaign,Average_PurchaseAmount
5959,1968,Graduation,Single,35893,1,1,2012-10-15,80,158,14,23,19,14,18,6,3,1,5,8,0,0,0,0,0,0,0,India,2012,10,0,44,2,246,15,0,16.4
9635,1983,Master,Married,35876,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,Spain,2014,4,6,31,0,129,8,0,16.125
1626,1973,PhD,Divorced,35860,1,1,2014-05-19,37,15,14,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,Saudi Arabia,2014,5,0,41,2,63,6,2,10.5
2055,1973,PhD,Divorced,35860,1,1,2014-05-19,37,15,14,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,Spain,2014,5,0,41,2,63,6,1,10.5
5107,1973,PhD,Divorced,35860,1,1,2014-05-19,37,15,14,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,Spain,2014,5,0,41,2,63,6,1,10.5
7660,1973,PhD,Alone,35860,1,1,2014-05-19,37,15,14,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,Canada,2014,5,0,41,2,63,6,2,10.5
9653,1975,Graduation,Married,35797,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,Saudi Arabia,2012,10,1,37,1,68,7,0,9.714285714285714
8953,1965,Master,Single,35791,2,1,2013-06-05,94,27,14,5,19,14,3,2,1,0,3,8,0,0,0,0,0,0,0,Spain,2013,6,2,48,3,82,6,0,13.666666666666666
10258,1965,Master,Single,35791,2,1,2013-06-05,94,27,14,5,19,14,3,2,1,0,3,8,0,0,0,0,0,0,0,USA,2013,6,2,48,3,82,6,0,13.666666666666666
1331,1977,Graduation,Single,35790,1,0,2013-02-01,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,Australia,2013,2,4,36,1,72,7,0,10.285714285714286
9216,1971,Graduation,Married,35788,1,1,2014-01-23,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,Canada,2014,1,3,43,2,44,7,0,6.285714285714286
2005,1990,Graduation,Married,35765,1,0,2013-11-12,86,22,3,30,19,5,15,2,2,0,4,6,0,0,0,0,0,0,0,Canada,2013,11,1,23,1,94,8,0,11.75
3308,1952,Graduation,Married,35704,1,1,2014-03-01,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,Saudi Arabia,2014,3,5,62,2,94,9,0,10.444444444444445
3265,1959,Graduation,Married,35701,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,Spain,2013,3,1,54,0,46,5,0,9.2
3310,1973,2n Cycle,Married,35688,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,Spain,2012,8,2,39,3,211,16,0,13.1875
5885,1973,2n Cycle,Married,35688,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,Canada,2012,8,2,39,3,211,16,0,13.1875
5680,1984,2n Cycle,Married,35684,1,0,2014-04-22,66,10,4,7,19,6,3,1,1,0,3,6,0,0,0,0,0,0,0,Spain,2014,4,1,30,1,49,5,0,9.8
4472,1970,PhD,Divorced,35682,1,0,2014-06-27,34,23,14,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,Australia,2014,6,4,44,1,71,6,0,11.833333333333334
1048,1972,Master,Married,35641,1,0,2013-07-14,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,Saudi Arabia,2013,7,6,41,1,178,10,1,17.8
1834,1978,Master,Single,35544,1,0,2014-08-03,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,Saudi Arabia,2014,8,6,36,1,67,6,0,11.166666666666666
10270,1981,2n Cycle,Married,35523,1,0,2013-03-10,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,Germany,2013,3,6,32,1,66,8,0,8.25
10402,1967,Graduation,Married,35441,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,Canada,2013,2,3,46,2,39,6,0,6.5
4697,1949,Master,Divorced,35416,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,Saudi Arabia,2013,6,3,64,0,390,16,0,24.375
2874,1988,2n Cycle,Divorced,35388,1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia,2013,7,2,25,1,32,5,0,6.4
453,1956,PhD,Widow,35340,1,1,2014-06-29,1,27,14,12,19,1,5,2,2,0,3,5,0,0,0,0,0,0,0,Spain,2014,6,6,58,2,78,7,0,11.142857142857142
6263,1968,Graduation,Together,35322,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,Spain,2012,8,2,44,3,106,9,0,11.777777777777779
5827,1958,Graduation,Divorced,35246,1,1,2014-04-16,53,36,14,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,Saudi Arabia,2014,4,2,56,2,76,11,0,6.909090909090909
8870,1984,Graduation,Together,35196,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,1,0,Spain,2012,11,1,28,1,497,18,1,27.61111111111111
10340,1984,Graduation,Together,35196,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,Spain,2012,11,1,28,1,497,18,0,27.61111111111111
2521,1971,Master,Married,35178,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,Spain,2013,10,1,42,1,59,5,2,11.8
4301,1971,Master,Married,35178,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,Australia,2013,10,1,42,1,59,5,2,11.8
1403,1975,2n Cycle,Together,34984,1,1,2012-06-09,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,Spain,2012,6,5,37,2,38,6,0,6.333333333333333
5892,1980,Graduation,Married,34968,1,0,2013-10-04,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,Saudi Arabia,2013,10,4,33,1,221,17,0,13.0
5287,1973,Graduation,Married,34961,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,Spain,2014,6,3,41,1,79,10,0,7.9
7458,1956,Master,Together,34941,1,1,2013-06-03,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,Australia,2013,6,0,57,2,97,8,0,12.125
3386,1992,Graduation,Married,34935,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,Spain,2013,6,4,21,0,137,8,0,17.125
8175,1992,Graduation,Married,34935,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,Saudi Arabia,2013,6,4,21,0,137,8,0,17.125
1404,1968,Graduation,Together,34916,2,0,2013-05-15,89,51,23,82,33,14,42,4,5,1,3,9,0,0,0,0,0,0,0,Saudi Arabia,2013,5,2,45,2,245,13,0,18.846153846153847
274,1973,Graduation,Single,34853,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,Germany,2013,12,0,40,2,34,7,0,4.857142857142857
236,1951,Graduation,Married,34838,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,Canada,2013,1,5,62,2,170,10,0,17.0
5184,1995,Graduation,Single,34824,0,0,2014-03-26,65,4,2,11,2,14,4,1,1,0,2,6,0,0,0,0,0,0,0,Spain,2014,3,2,19,0,37,4,0,9.25
8315,1995,Graduation,Single,34824,0,0,2014-03-26,65,4,2,11,2,14,4,1,1,0,2,6,0,0,0,0,0,0,0,USA,2014,3,2,19,0,37,4,0,9.25
9467,1984,Graduation,Single,34738,1,0,2014-11-05,51,3,2,10,3,14,2,1,1,0,3,6,0,0,0,0,0,0,0,Spain,2014,11,2,30,1,34,5,0,6.8
6287,1986,Graduation,Together,34728,1,0,2013-07-30,2,14,14,16,19,14,6,1,1,1,2,6,0,0,0,0,0,1,0,Spain,2013,7,1,27,1,83,5,1,16.6
4706,1966,Graduation,Single,34704,0,1,2013-04-27,65,29,14,5,19,1,5,1,1,0,3,5,0,0,0,0,0,0,0,Canada,2013,4,5,47,1,73,5,0,14.6
3790,1956,Graduation,Together,34633,2,1,2014-01-23,31,8,1,5,19,14,1,1,1,0,2,6,0,0,0,0,0,0,0,Saudi Arabia,2014,1,3,58,3,48,4,0,12.0
2452,1971,Graduation,Together,34600,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,Spain,2013,1,1,42,2,318,17,1,18.705882352941178
7261,1971,Graduation,Together,34600,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,Spain,2013,1,1,42,2,318,17,1,18.705882352941178
2620,1974,PhD,Married,34596,1,0,2013-04-13,48,14,14,2,19,14,7,1,1,0,2,8,0,0,0,0,0,1,0,Saudi Arabia,2013,4,5,39,1,70,4,1,17.5
8254,1974,PhD,Married,34596,1,0,2013-04-13,48,14,14,2,19,14,7,1,1,0,2,8,0,0,0,0,0,0,0,Germany,2013,4,5,39,1,70,4,0,17.5
11091,1953,Graduation,Together,34587,1,1,2014-05-16,68,7,2,9,2,14,2,2,1,0,3,4,0,0,0,0,0,0,0,Germany,2014,5,4,61,2,36,6,0,6.0
5824,1972,PhD,Together,34578,2,1,2014-11-04,1,7,14,1,19,14,26,1,1,0,2,6,0,0,0,0,0,0,0,Australia,2014,11,1,42,3,81,4,0,20.25
1016,1959,PhD,Single,34554,0,1,2014-03-30,43,41,1,6,2,14,5,2,2,0,3,6,0,0,0,0,0,0,0,Canada,2014,3,6,55,1,69,7,0,9.857142857142858
5015,1976,Master,Married,34529,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,Spain,2012,9,4,36,1,162,9,0,18.0
3469,1977,PhD,Divorced,34487,1,1,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,Spain,2012,6,5,35,2,103,9,0,11.444444444444445
4988,1948,PhD,Married,34469,1,1,2014-04-05,58,19,6,20,19,5,12,3,1,1,4,4,0,0,0,0,0,0,0,Saudi Arabia,2014,4,5,66,2,81,9,0,9.0
1951,1981,Basic,Married,34445,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,Spain,2013,1,6,32,0,839,27,0,31.074074074074073
520,1974,Graduation,Married,34421,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,Spain,2013,1,0,39,1,30,4,0,7.5
8372,1974,Graduation,Married,34421,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,Saudi Arabia,2013,1,0,39,1,30,4,0,7.5
2678,1990,Graduation,Single,34412,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,Australia,2013,2,2,23,1,209,11,0,19.0
4864,1977,Graduation,Married,34380,1,0,2013-02-05,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,Canada,2013,2,1,36,1,175,12,0,14.583333333333334
9739,1963,Graduation,Single,34377,0,1,2013-01-19,55,62,14,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,Spain,2013,1,5,50,1,128,8,0,16.0
1655,1979,Graduation,Together,34350,1,0,2013-10-19,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,Australia,2013,10,5,34,1,48,5,0,9.6
3726,1986,PhD,Together,34320,1,0,2014-02-16,66,4,1,9,3,14,26,1,1,0,2,8,0,0,0,0,0,0,0,Saudi Arabia,2014,2,6,28,1,57,4,0,14.25
9291,1959,Master,Married,34242,0,1,2014-03-23,25,8,2,4,19,14,1,1,0,0,3,5,0,0,0,0,0,0,0,Spain,2014,3,6,55,1,48,4,0,12.0
10686,1965,PhD,Together,34230,1,1,2012-12-26,72,15,14,4,19,14,2,1,1,0,2,7,0,0,0,0,0,0,0,Spain,2012,12,2,47,2,68,4,0,17.0
10352,1963,Graduation,Widow,34213,1,1,2012-07-09,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,1,0,Saudi Arabia,2012,7,0,49,2,117,9,1,13.0
92,1988,Graduation,Alone,34176,1,0,2014-12-05,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,Canada,2014,12,4,26,1,89,11,0,8.090909090909092
1515,1975,Master,Together,34176,0,1,2014-01-22,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,Canada,2014,1,2,39,1,28,5,0,5.6
3312,1988,Graduation,Single,34176,1,0,2014-12-05,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,India,2014,12,4,26,1,89,11,0,8.090909090909092
7901,1971,Master,Married,34109,0,1,2013-06-11,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,Australia,2013,6,1,42,1,22,4,0,5.5
9905,1952,Graduation,Together,34074,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,Spain,2013,7,5,61,2,255,14,1,18.214285714285715
1970,1968,Master,Together,34053,0,1,2012-10-09,14,63,14,21,7,14,12,1,3,0,3,8,0,0,0,0,0,0,0,Spain,2012,10,1,44,1,131,7,0,18.714285714285715
1663,1978,PhD,Together,34043,1,0,2013-10-25,97,20,2,14,3,14,10,1,2,0,2,9,0,0,0,0,0,0,0,Spain,2013,10,4,35,1,63,5,0,12.6
1419,1950,Graduation,Together,34026,1,1,2013-05-08,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,Spain,2013,5,2,63,2,76,9,0,8.444444444444445
4186,1950,Graduation,Together,34026,1,1,2013-05-08,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,Canada,2013,5,2,63,2,76,9,0,8.444444444444445
663,1989,PhD,Single,33996,0,0,2013-11-09,46,40,2,15,8,14,6,1,1,1,3,4,0,0,0,0,0,0,0,Spain,2013,11,5,24,0,85,6,0,14.166666666666666
8299,1989,PhD,Single,33996,0,0,2013-11-09,46,40,2,15,8,14,6,1,1,1,3,4,0,0,0,0,0,0,0,Saudi Arabia,2013,11,5,24,0,85,6,0,14.166666666666666
5267,1970,Graduation,Divorced,33986,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,Spain,2013,3,3,43,1,44,5,0,8.8
1764,1975,Graduation,Single,33955,1,0,2013-09-08,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,Saudi Arabia,2013,9,6,38,1,270,15,0,18.0
2278,1985,2n Cycle,Single,33812,1,0,2012-03-11,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,USA,2012,3,6,27,1,133,8,0,16.625
9579,1959,PhD,Married,33762,2,1,2013-07-07,61,53,1,34,2,14,16,3,2,2,2,8,0,0,0,0,0,0,0,Canada,2013,7,6,54,3,120,9,0,13.333333333333334
2281,1970,Graduation,Single,33697,1,0,2013-09-15,34,4,3,7,19,3,11,1,1,0,2,7,1,0,0,0,0,0,0,Germany,2013,9,6,43,1,47,4,1,11.75
8876,1963,PhD,Together,33629,1,1,2012-08-08,49,132,14,16,19,14,4,5,3,1,4,9,0,0,0,0,0,0,0,Spain,2012,8,2,49,2,199,13,0,15.307692307692308
2371,1972,Graduation,Married,33622,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,Germany,2013,4,5,41,2,81,9,0,9.0
10104,1974,Graduation,Together,33590,2,1,2013-03-11,65,4,14,2,19,14,2,1,1,0,2,7,0,0,0,0,0,0,0,Canada,2013,3,0,39,3,55,4,0,13.75
4754,1966,Master,Married,33585,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,Spain,2013,9,2,47,1,122,7,0,17.428571428571427
2098,1969,PhD,Married,33581,2,0,2013-08-01,38,11,14,5,19,14,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,2013,8,3,44,2,64,4,0,16.0
3885,1983,PhD,Married,33569,1,0,2013-10-16,10,16,2,18,3,14,24,1,1,1,2,8,1,0,0,0,0,1,0,Spain,2013,10,2,30,1,77,5,2,15.4
4550,1966,Master,Together,33564,0,1,2014-06-24,51,61,14,3,19,14,7,1,1,1,3,5,0,0,0,0,0,0,0,Spain,2014,6,1,48,1,118,6,0,19.666666666666668
1448,1963,Master,Married,33562,1,2,2014-06-25,33,21,12,12,19,3,3,3,2,0,4,4,0,0,0,0,0,0,0,India,2014,6,2,51,3,70,9,0,7.777777777777778
7011,1973,Graduation,Married,33471,1,0,2012-12-10,47,43,2,27,19,9,12,3,3,0,4,7,0,0,0,0,0,0,0,Saudi Arabia,2012,12,0,39,1,112,10,0,11.2
6634,1979,Master,Divorced,33462,1,0,2013-07-08,78,22,3,18,19,14,11,1,2,0,3,7,0,0,0,0,0,0,0,Saudi Arabia,2013,7,0,34,1,87,6,0,14.5
5610,1965,Graduation,Together,33456,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,India,2014,4,0,49,2,36,6,0,6.0
6177,1985,PhD,Married,33454,1,0,2013-08-05,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,USA,2013,8,0,28,1,169,10,0,16.9
5907,1952,Master,Married,33444,1,1,2012-03-11,24,8,14,8,19,14,2,1,1,0,2,8,0,0,0,0,0,0,0,Spain,2012,3,6,60,2,65,4,0,16.25
2740,1958,PhD,Widow,33438,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,Spain,2013,9,6,55,2,90,11,0,8.181818181818182
8414,1962,PhD,Single,33419,0,1,2013-08-17,76,56,14,12,19,14,18,2,2,0,4,7,0,0,0,0,0,0,0,Spain,2013,8,5,51,1,133,8,0,16.625
5967,1952,Graduation,Together,33402,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,Germany,2013,7,3,61,2,70,9,0,7.777777777777778
10967,1963,Graduation,Divorced,33378,1,1,2013-06-02,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,Saudi Arabia,2013,6,6,50,2,99,9,0,11.0
7275,1971,Master,Single,33316,1,1,2013-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,USA,2013,4,2,42,2,131,10,0,13.1
8334,1971,Master,Single,33316,1,1,2013-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,Spain,2013,4,2,42,2,131,10,0,13.1
6679,1966,Graduation,Single,33279,0,0,2014-12-06,29,10,3,3,19,14,26,1,0,0,3,3,0,0,0,0,0,0,0,Spain,2014,12,5,48,0,75,4,0,18.75
979,1975,Graduation,Single,33249,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,Spain,2013,2,2,38,1,112,8,0,14.0
1388,1975,Graduation,Single,33249,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,Australia,2013,2,2,38,1,112,8,0,14.0
10680,1986,Graduation,Together,33235,1,0,2014-05-02,71,45,14,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,Spain,2014,5,4,28,1,84,7,0,12.0
8230,1980,Graduation,Married,33228,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,Spain,2014,1,3,34,1,71,6,0,11.833333333333334
2815,1975,Graduation,Married,33183,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,Spain,2014,2,0,39,1,120,9,0,13.333333333333334
11030,1976,Master,Married,33181,1,0,2014-03-01,90,9,14,3,19,14,4,1,1,0,2,6,1,0,0,0,0,0,0,Spain,2014,3,5,38,1,63,4,1,15.75
6424,1977,Graduation,Together,33178,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,Spain,2014,1,3,37,1,49,5,0,9.8
5985,1965,Master,Single,33168,0,1,2012-10-13,0,80,1,37,19,1,3,3,2,1,4,7,0,0,0,0,0,0,0,Spain,2012,10,5,47,1,141,10,0,14.1
3766,1959,Master,Widow,33051,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,Spain,2012,8,3,53,0,835,21,1,39.76190476190476
6310,1978,Graduation,Married,33039,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,Canada,2013,9,0,35,1,78,7,0,11.142857142857142
7685,1978,Graduation,Married,33039,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,Spain,2013,9,0,35,1,78,7,0,11.142857142857142
6885,1977,Graduation,Divorced,32952,1,0,2013-01-12,36,38,14,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,Canada,2013,1,5,36,1,69,6,0,11.5
6383,1971,PhD,Together,32892,1,0,2014-05-25,78,26,14,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,Saudi Arabia,2014,5,6,43,1,60,8,0,7.5
10536,1971,PhD,Together,32892,1,0,2014-05-25,78,26,14,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,Spain,2014,5,6,43,1,60,8,0,7.5
4227,1968,Master,Together,32889,1,1,2013-06-09,78,28,14,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,Spain,2013,6,6,45,2,69,9,0,7.666666666666667
2258,1986,Graduation,Married,32880,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,Spain,2012,4,3,26,1,42,5,0,8.4
626,1951,Graduation,Married,32871,1,1,2013-09-03,28,22,2,12,19,2,5,1,1,0,3,4,0,0,0,0,0,0,0,USA,2013,9,1,62,2,62,5,0,12.4
9423,1979,Master,Married,32765,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,Spain,2014,2,6,35,1,46,8,0,5.75
6875,1965,PhD,Together,32727,0,0,2012-08-28,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,Canada,2012,8,1,47,0,529,17,0,31.11764705882353
5370,1973,PhD,Married,32644,1,0,2013-01-16,38,239,3,141,19,7,23,4,7,1,6,8,1,0,0,0,0,0,0,Spain,2013,1,2,40,1,432,18,1,24.0
5117,1963,2n Cycle,Married,32632,0,0,2012-02-08,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,Spain,2012,2,2,49,0,576,18,0,32.0
8566,1961,PhD,Together,32583,1,1,2014-06-15,10,5,14,3,19,14,1,1,1,0,2,7,0,0,0,0,0,0,0,Spain,2014,6,6,53,2,56,4,0,14.0
6205,1967,Master,Single,32557,1,0,2014-02-24,13,34,3,29,19,4,10,3,2,1,3,5,0,0,0,0,0,1,0,Canada,2014,2,0,47,1,99,9,1,11.0
1386,1967,Graduation,Together,32474,1,1,2014-11-05,0,10,14,1,19,14,26,1,1,0,2,7,0,0,0,0,0,0,0,Australia,2014,11,2,47,2,84,4,0,21.0
9262,1984,2n Cycle,Together,32414,0,0,2013-04-07,11,20,6,5,19,9,12,1,1,0,3,7,1,0,0,0,0,0,0,Saudi Arabia,2013,4,6,29,0,71,5,1,14.2
9576,1982,PhD,Together,32313,1,0,2013-11-02,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,Spain,2013,11,5,31,1,159,11,0,14.454545454545455
5823,1970,PhD,Single,32303,0,1,2014-08-03,63,35,14,2,19,14,2,2,1,0,4,5,0,0,0,0,0,0,0,India,2014,8,6,44,1,86,7,0,12.285714285714286
3158,1973,Graduation,Married,32300,1,0,2013-03-01,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,Spain,2013,3,4,40,1,39,5,0,7.8
8346,1974,Graduation,Single,32233,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,Spain,2012,8,6,38,1,296,12,2,24.666666666666668
4376,1960,2n Cycle,Single,32218,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,Spain,2014,2,5,54,0,93,7,2,13.285714285714286
10175,1958,PhD,Divorced,32173,0,1,2013-01-08,0,18,14,2,19,14,2,1,1,0,3,4,0,0,0,0,0,0,0,Spain,2013,1,1,55,1,69,5,0,13.8
8933,1983,2n Cycle,Married,32146,1,0,2014-12-05,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,Canada,2014,12,4,31,1,66,8,0,8.25
4333,1954,Graduation,Together,32144,1,1,2014-03-23,76,41,14,10,19,14,3,4,2,1,3,7,0,1,0,0,0,0,0,India,2014,3,6,60,2,101,10,1,10.1
5455,1971,PhD,Married,32011,1,0,2013-08-22,89,99,14,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,Spain,2013,8,3,42,1,136,10,0,13.6
6678,1989,Graduation,Together,31928,1,0,2014-03-28,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,India,2014,3,4,25,1,72,9,0,8.0
1362,1972,Graduation,Single,31907,0,0,2013-04-03,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,Germany,2013,4,2,41,0,449,14,0,32.07142857142857
9213,1970,Graduation,Widow,31880,1,0,2012-10-31,13,4,1,5,2,14,3,1,1,0,2,8,0,0,0,0,0,0,0,Spain,2012,10,2,42,1,29,4,0,7.25
2546,1977,2n Cycle,Single,31878,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,Spain,2014,6,6,37,1,70,6,0,11.666666666666666
3878,1980,2n Cycle,Single,31859,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,Spain,2014,2,3,34,1,48,5,0,9.6
4037,1976,Graduation,Divorced,31859,1,0,2013-06-14,77,3,1,3,8,14,5,1,1,0,2,7,0,0,0,0,0,0,0,Saudi Arabia,2013,6,4,37,1,34,4,0,8.5
1928,1973,Graduation,Married,31814,1,0,2013-09-02,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,Saudi Arabia,2013,9,0,40,1,83,7,1,11.857142857142858
5726,1983,Master,Single,31788,1,0,2014-03-20,15,16,7,23,19,8,6,3,3,0,4,5,0,0,0,0,0,0,1,Saudi Arabia,2014,3,3,31,1,79,10,0,7.9
10500,1984,Graduation,Married,31761,1,0,2014-05-04,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,Australia,2014,5,6,30,1,98,9,0,10.88888888888889
7411,1964,PhD,Married,31686,1,1,2014-05-06,31,11,14,5,19,14,1,2,1,0,3,6,0,0,0,0,0,0,0,Saudi Arabia,2014,5,1,50,2,64,6,0,10.666666666666666
