ID,Year_Birth,Education,Marital_Status,  Income  ,Kidhome,Teenhome,Dt_Customer,Recency, MntWines , MntFruits , MntMeatProducts , MntFishProducts , MntSweetProducts , MntGoldProds ,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
1951,1981,Basic,Married," $34,445.00 ",0,0,27/01/2013,92, $228.00 , $122.00 , $122.00 , $208.00 , $129.00 , $30.00 ,6,11,2,8,9,0,0,0,0,0,0,0,Spain
520,1974,Graduation,Married," $34,421.00 ",1,0,01/07/2013,81, $3.00 , $3.00 , $7.00 , $6.00 , $2.00 , $9.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Spain
8372,1974,Graduation,Married," $34,421.00 ",1,0,01/07/2013,81, $3.00 , $3.00 , $7.00 , $6.00 , $2.00 , $9.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Saudi Arabia
2678,1990,Graduation,Single," $34,412.00 ",1,0,13/02/2013,62, $52.00 , $12.00 , $50.00 , $4.00 , $36.00 , $55.00 ,3,5,0,3,9,0,0,0,0,0,0,0,Australia
4864,1977,Graduation,Married," $34,380.00 ",1,0,02/05/2013,68, $72.00 , $7.00 , $58.00 , $13.00 , $1.00 , $24.00 ,4,4,1,3,8,0,0,0,0,0,0,0,Canada
9739,1963,Graduation,Single," $34,377.00 ",0,1,19/01/2013,55, $62.00 , $-   , $22.00 , $3.00 , $1.00 , $26.00 ,2,2,2,2,7,0,0,0,0,0,0,0,Spain
1655,1979,Graduation,Together," $34,350.00 ",1,0,19/10/2013,81, $16.00 , $3.00 , $15.00 , $2.00 , $1.00 , $11.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Australia
3726,1986,PhD,Together," $34,320.00 ",1,0,16/02/2014,66, $4.00 , $1.00 , $9.00 , $3.00 , $-   , $-   ,1,1,0,2,8,0,0,0,0,0,0,0,Saudi Arabia
9291,1959,Master,Married," $34,242.00 ",0,1,23/03/2014,25, $8.00 , $2.00 , $4.00 , $-   , $-   , $1.00 ,1,0,0,3,5,0,0,0,0,0,0,0,Spain
10686,1965,PhD,Together," $34,230.00 ",1,1,26/12/2012,72, $15.00 , $-   , $4.00 , $-   , $-   , $2.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Spain
10352,1963,Graduation,Widow," $34,213.00 ",1,1,07/09/2012,2, $50.00 , $4.00 , $28.00 , $6.00 , $3.00 , $26.00 ,3,3,1,2,9,0,0,0,0,0,1,0,Saudi Arabia
92,1988,Graduation,Alone," $34,176.00 ",1,0,12/05/2014,12, $5.00 , $7.00 , $24.00 , $19.00 , $14.00 , $20.00 ,4,3,0,4,6,0,0,0,0,0,0,0,Canada
1515,1975,Master,Together," $34,176.00 ",0,1,22/01/2014,9, $11.00 , $2.00 , $7.00 , $4.00 , $2.00 , $2.00 ,1,1,0,3,3,0,0,0,0,0,0,0,Canada
3312,1988,Graduation,Single," $34,176.00 ",1,0,12/05/2014,12, $5.00 , $7.00 , $24.00 , $19.00 , $14.00 , $20.00 ,4,3,0,4,6,0,0,0,0,0,0,0,India
7901,1971,Master,Married," $34,109.00 ",0,1,06/11/2013,39, $9.00 , $1.00 , $5.00 , $2.00 , $1.00 , $4.00 ,1,0,0,3,4,0,0,0,0,0,0,0,Australia
9905,1952,Graduation,Together," $34,074.00 ",1,1,13/07/2013,69, $135.00 , $1.00 , $41.00 , $10.00 , $1.00 , $67.00 ,5,3,3,3,6,1,0,0,0,0,0,0,Spain
1970,1968,Master,Together," $34,053.00 ",0,1,10/09/2012,14, $63.00 , $-   , $21.00 , $7.00 , $-   , $12.00 ,1,3,0,3,8,0,0,0,0,0,0,0,Spain
1663,1978,PhD,Together," $34,043.00 ",1,0,25/10/2013,97, $20.00 , $2.00 , $14.00 , $3.00 , $-   , $10.00 ,1,2,0,2,9,0,0,0,0,0,0,0,Spain
1419,1950,Graduation,Together," $34,026.00 ",1,1,05/08/2013,11, $18.00 , $6.00 , $15.00 , $12.00 , $8.00 , $17.00 ,3,2,1,3,5,0,0,0,0,0,0,0,Spain
4186,1950,Graduation,Together," $34,026.00 ",1,1,05/08/2013,11, $18.00 , $6.00 , $15.00 , $12.00 , $8.00 , $17.00 ,3,2,1,3,5,0,0,0,0,0,0,0,Canada
663,1989,PhD,Single," $33,996.00 ",0,0,11/09/2013,46, $40.00 , $2.00 , $15.00 , $8.00 , $-   , $6.00 ,1,1,1,3,4,0,0,0,0,0,0,0,Spain
8299,1989,PhD,Single," $33,996.00 ",0,0,11/09/2013,46, $40.00 , $2.00 , $15.00 , $8.00 , $-   , $6.00 ,1,1,1,3,4,0,0,0,0,0,0,0,Saudi Arabia
5267,1970,Graduation,Divorced," $33,986.00 ",1,0,14/03/2013,43, $16.00 , $2.00 , $18.00 , $2.00 , $1.00 , $5.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Spain
1764,1975,Graduation,Single," $33,955.00 ",1,0,09/08/2013,92, $100.00 , $2.00 , $128.00 , $23.00 , $7.00 , $10.00 ,4,5,1,5,8,0,0,0,0,0,0,0,Saudi Arabia
2278,1985,2n Cycle,Single," $33,812.00 ",1,0,03/11/2012,86, $4.00 , $17.00 , $19.00 , $30.00 , $24.00 , $39.00 ,2,2,1,3,6,0,0,0,0,0,0,0,USA
9579,1959,PhD,Married," $33,762.00 ",2,1,07/07/2013,61, $53.00 , $1.00 , $34.00 , $2.00 , $-   , $16.00 ,3,2,2,2,8,0,0,0,0,0,0,0,Canada
2281,1970,Graduation,Single," $33,697.00 ",1,0,15/09/2013,34, $4.00 , $3.00 , $7.00 , $-   , $3.00 , $11.00 ,1,1,0,2,7,1,0,0,0,0,0,0,Germany
8876,1963,PhD,Together," $33,629.00 ",1,1,08/08/2012,49, $132.00 , $-   , $16.00 , $-   , $-   , $4.00 ,5,3,1,4,9,0,0,0,0,0,0,0,Spain
2371,1972,Graduation,Married," $33,622.00 ",1,1,13/04/2013,22, $39.00 , $1.00 , $22.00 , $3.00 , $4.00 , $12.00 ,3,2,0,4,7,0,0,0,0,0,0,0,Germany
10104,1974,Graduation,Together," $33,590.00 ",2,1,03/11/2013,65, $4.00 , $-   , $2.00 , $-   , $-   , $2.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Canada
4754,1966,Master,Married," $33,585.00 ",0,1,25/09/2013,91, $30.00 , $11.00 , $33.00 , $13.00 , $6.00 , $29.00 ,1,2,0,4,4,0,0,0,0,0,0,0,Spain
2098,1969,PhD,Married," $33,581.00 ",2,0,08/01/2013,38, $11.00 , $-   , $5.00 , $-   , $-   , $1.00 ,1,1,0,2,8,0,0,0,0,0,0,0,Spain
3885,1983,PhD,Married," $33,569.00 ",1,0,16/10/2013,10, $16.00 , $2.00 , $18.00 , $3.00 , $-   , $24.00 ,1,1,1,2,8,1,0,0,0,0,1,0,Spain
4550,1966,Master,Together," $33,564.00 ",0,1,24/06/2014,51, $61.00 , $-   , $3.00 , $-   , $-   , $7.00 ,1,1,1,3,5,0,0,0,0,0,0,0,Spain
1448,1963,Master,Married," $33,562.00 ",1,2,25/06/2014,33, $21.00 , $12.00 , $12.00 , $-   , $3.00 , $3.00 ,3,2,0,4,4,0,0,0,0,0,0,0,India
7011,1973,Graduation,Married," $33,471.00 ",1,0,12/10/2012,47, $43.00 , $2.00 , $27.00 , $-   , $9.00 , $12.00 ,3,3,0,4,7,0,0,0,0,0,0,0,Saudi Arabia
6634,1979,Master,Divorced," $33,462.00 ",1,0,07/08/2013,78, $22.00 , $3.00 , $18.00 , $-   , $-   , $11.00 ,1,2,0,3,7,0,0,0,0,0,0,0,Saudi Arabia
5610,1965,Graduation,Together," $33,456.00 ",1,1,21/04/2014,58, $7.00 , $3.00 , $10.00 , $8.00 , $1.00 , $7.00 ,2,1,0,3,7,0,0,0,0,0,0,0,India
6177,1985,PhD,Married," $33,454.00 ",1,0,08/05/2013,32, $76.00 , $10.00 , $56.00 , $3.00 , $1.00 , $23.00 ,2,4,0,4,8,0,0,0,0,0,0,0,USA
5907,1952,Master,Married," $33,444.00 ",1,1,03/11/2012,24, $8.00 , $-   , $8.00 , $-   , $-   , $2.00 ,1,1,0,2,8,0,0,0,0,0,0,0,Spain
2740,1958,PhD,Widow," $33,438.00 ",1,1,22/09/2013,81, $62.00 , $1.00 , $16.00 , $3.00 , $2.00 , $6.00 ,4,2,1,4,5,0,0,0,0,0,0,0,Spain
8414,1962,PhD,Single," $33,419.00 ",0,1,17/08/2013,76, $56.00 , $-   , $12.00 , $-   , $-   , $18.00 ,2,2,0,4,7,0,0,0,0,0,0,0,Spain
5967,1952,Graduation,Together," $33,402.00 ",1,1,18/07/2013,60, $26.00 , $2.00 , $19.00 , $10.00 , $5.00 , $8.00 ,3,2,1,3,8,0,0,0,0,0,0,0,Germany
10967,1963,Graduation,Divorced," $33,378.00 ",1,1,06/02/2013,38, $33.00 , $6.00 , $40.00 , $3.00 , $7.00 , $10.00 ,3,2,0,4,7,0,0,0,0,0,0,0,Saudi Arabia
7275,1971,Master,Single," $33,316.00 ",1,1,04/10/2013,34, $79.00 , $1.00 , $31.00 , $4.00 , $4.00 , $12.00 ,3,2,1,4,6,0,0,0,0,0,0,0,USA
8334,1971,Master,Single," $33,316.00 ",1,1,04/10/2013,34, $79.00 , $1.00 , $31.00 , $4.00 , $4.00 , $12.00 ,3,2,1,4,6,0,0,0,0,0,0,0,Spain
6679,1966,Graduation,Single," $33,279.00 ",0,0,12/06/2014,29, $10.00 , $3.00 , $3.00 , $-   , $-   , $-   ,1,0,0,3,3,0,0,0,0,0,0,0,Spain
979,1975,Graduation,Single," $33,249.00 ",1,0,20/02/2013,11, $6.00 , $10.00 , $21.00 , $19.00 , $14.00 , $42.00 ,2,2,1,3,6,0,0,0,0,0,0,0,Spain
1388,1975,Graduation,Single," $33,249.00 ",1,0,20/02/2013,11, $6.00 , $10.00 , $21.00 , $19.00 , $14.00 , $42.00 ,2,2,1,3,6,0,0,0,0,0,0,0,Australia
10680,1986,Graduation,Together," $33,235.00 ",1,0,05/02/2014,71, $45.00 , $-   , $16.00 , $2.00 , $1.00 , $6.00 ,1,3,0,3,7,0,0,0,0,0,0,0,Spain
8230,1980,Graduation,Married," $33,228.00 ",1,0,23/01/2014,28, $22.00 , $2.00 , $31.00 , $7.00 , $4.00 , $5.00 ,1,2,0,3,7,0,0,0,0,0,0,0,Spain
2815,1975,Graduation,Married," $33,183.00 ",1,0,24/02/2014,46, $7.00 , $5.00 , $39.00 , $17.00 , $15.00 , $37.00 ,2,4,0,3,7,0,0,0,0,0,0,0,Spain
11030,1976,Master,Married," $33,181.00 ",1,0,03/01/2014,90, $9.00 , $-   , $3.00 , $-   , $-   , $4.00 ,1,1,0,2,6,1,0,0,0,0,0,0,Spain
6424,1977,Graduation,Together," $33,178.00 ",1,0,30/01/2014,9, $12.00 , $6.00 , $2.00 , $11.00 , $2.00 , $16.00 ,1,1,0,3,4,0,0,0,0,0,0,0,Spain
5985,1965,Master,Single," $33,168.00 ",0,1,13/10/2012,0, $80.00 , $1.00 , $37.00 , $-   , $1.00 , $3.00 ,3,2,1,4,7,0,0,0,0,0,0,0,Spain
3766,1959,Master,Widow," $33,051.00 ",0,0,16/08/2012,15, $100.00 , $71.00 , $243.00 , $108.00 , $94.00 , $219.00 ,3,9,1,8,9,0,0,0,0,0,1,0,Spain
6310,1978,Graduation,Married," $33,039.00 ",1,0,09/09/2013,4, $30.00 , $8.00 , $12.00 , $8.00 , $8.00 , $12.00 ,1,2,0,4,5,0,0,0,0,0,0,0,Canada
7685,1978,Graduation,Married," $33,039.00 ",1,0,09/09/2013,4, $30.00 , $8.00 , $12.00 , $8.00 , $8.00 , $12.00 ,1,2,0,4,5,0,0,0,0,0,0,0,Spain
6885,1977,Graduation,Divorced," $32,952.00 ",1,0,01/12/2013,36, $38.00 , $-   , $12.00 , $3.00 , $1.00 , $1.00 ,1,2,0,3,7,0,0,0,0,0,0,0,Canada
6383,1971,PhD,Together," $32,892.00 ",1,0,25/05/2014,78, $26.00 , $-   , $15.00 , $2.00 , $1.00 , $2.00 ,2,3,0,3,8,0,0,0,0,0,0,0,Saudi Arabia
10536,1971,PhD,Together," $32,892.00 ",1,0,25/05/2014,78, $26.00 , $-   , $15.00 , $2.00 , $1.00 , $2.00 ,2,3,0,3,8,0,0,0,0,0,0,0,Spain
4227,1968,Master,Together," $32,889.00 ",1,1,06/09/2013,78, $28.00 , $-   , $13.00 , $4.00 , $2.00 , $8.00 ,3,2,1,3,5,0,0,0,0,0,0,0,Spain
2258,1986,Graduation,Married," $32,880.00 ",1,0,04/12/2012,76, $8.00 , $4.00 , $15.00 , $7.00 , $6.00 , $2.00 ,1,1,0,3,8,0,0,0,0,0,0,0,Spain
626,1951,Graduation,Married," $32,871.00 ",1,1,09/03/2013,28, $22.00 , $2.00 , $12.00 , $-   , $2.00 , $5.00 ,1,1,0,3,4,0,0,0,0,0,0,0,USA
9423,1979,Master,Married," $32,765.00 ",1,0,23/02/2014,49, $13.00 , $3.00 , $17.00 , $7.00 , $3.00 , $3.00 ,2,2,0,4,5,0,0,0,0,0,0,0,Spain
6875,1965,PhD,Together," $32,727.00 ",0,0,28/08/2012,38, $167.00 , $13.00 , $180.00 , $86.00 , $13.00 , $70.00 ,2,7,3,5,8,0,0,0,0,0,0,0,Canada
5370,1973,PhD,Married," $32,644.00 ",1,0,16/01/2013,38, $239.00 , $3.00 , $141.00 , $-   , $7.00 , $23.00 ,4,7,1,6,8,1,0,0,0,0,0,0,Spain
5117,1963,2n Cycle,Married," $32,632.00 ",0,0,02/08/2012,32, $63.00 , $151.00 , $137.00 , $153.00 , $19.00 , $53.00 ,2,4,4,8,5,0,0,0,0,0,0,0,Spain
8566,1961,PhD,Together," $32,583.00 ",1,1,15/06/2014,10, $5.00 , $-   , $3.00 , $-   , $-   , $1.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Spain
6205,1967,Master,Single," $32,557.00 ",1,0,24/02/2014,13, $34.00 , $3.00 , $29.00 , $-   , $4.00 , $10.00 ,3,2,1,3,5,0,0,0,0,0,1,0,Canada
1386,1967,Graduation,Together," $32,474.00 ",1,1,11/05/2014,0, $10.00 , $-   , $1.00 , $-   , $-   , $-   ,1,1,0,2,7,0,0,0,0,0,0,0,Australia
9262,1984,2n Cycle,Together," $32,414.00 ",0,0,04/07/2013,11, $20.00 , $6.00 , $5.00 , $-   , $9.00 , $12.00 ,1,1,0,3,7,1,0,0,0,0,0,0,Saudi Arabia
9576,1982,PhD,Together," $32,313.00 ",1,0,11/02/2013,60, $86.00 , $4.00 , $56.00 , $2.00 , $4.00 , $7.00 ,3,4,0,4,9,0,0,0,0,0,0,0,Spain
5823,1970,PhD,Single," $32,303.00 ",0,1,08/03/2014,63, $35.00 , $-   , $2.00 , $-   , $-   , $2.00 ,2,1,0,4,5,0,0,0,0,0,0,0,India
3158,1973,Graduation,Married," $32,300.00 ",1,0,03/01/2013,1, $13.00 , $3.00 , $6.00 , $6.00 , $5.00 , $6.00 ,1,1,0,3,8,0,0,0,0,0,0,0,Spain
8346,1974,Graduation,Single," $32,233.00 ",1,0,19/08/2012,26, $138.00 , $15.00 , $35.00 , $25.00 , $11.00 , $72.00 ,2,6,2,2,9,1,0,0,0,0,1,0,Spain
4376,1960,2n Cycle,Single," $32,218.00 ",0,0,15/02/2014,27, $10.00 , $24.00 , $15.00 , $13.00 , $1.00 , $30.00 ,1,2,1,3,7,1,0,0,0,0,1,0,Spain
10175,1958,PhD,Divorced," $32,173.00 ",0,1,01/08/2013,0, $18.00 , $-   , $2.00 , $-   , $-   , $2.00 ,1,1,0,3,4,0,0,0,0,0,0,0,Spain
8933,1983,2n Cycle,Married," $32,146.00 ",1,0,12/05/2014,16, $26.00 , $3.00 , $23.00 , $4.00 , $7.00 , $3.00 ,2,2,0,4,6,0,0,0,0,0,0,0,Canada
4333,1954,Graduation,Together," $32,144.00 ",1,1,23/03/2014,76, $41.00 , $-   , $10.00 , $-   , $-   , $3.00 ,4,2,1,3,7,0,1,0,0,0,0,0,India
5455,1971,PhD,Married," $32,011.00 ",1,0,22/08/2013,89, $99.00 , $-   , $15.00 , $2.00 , $1.00 , $5.00 ,3,2,1,4,7,0,0,0,0,0,0,0,Spain
6678,1989,Graduation,Together," $31,928.00 ",1,0,28/03/2014,5, $33.00 , $4.00 , $24.00 , $4.00 , $2.00 , $5.00 ,2,3,0,4,7,0,0,0,0,0,0,0,India
1362,1972,Graduation,Single," $31,907.00 ",0,0,04/03/2013,75, $33.00 , $87.00 , $64.00 , $175.00 , $16.00 , $74.00 ,1,6,1,6,7,0,0,0,0,0,0,0,Germany
9213,1970,Graduation,Widow," $31,880.00 ",1,0,31/10/2012,13, $4.00 , $1.00 , $5.00 , $2.00 , $-   , $3.00 ,1,1,0,2,8,0,0,0,0,0,0,0,Spain
2546,1977,2n Cycle,Single," $31,878.00 ",0,1,22/06/2014,7, $23.00 , $4.00 , $5.00 , $10.00 , $5.00 , $23.00 ,1,1,0,4,3,0,0,0,0,0,0,0,Spain
3878,1980,2n Cycle,Single," $31,859.00 ",1,0,27/02/2014,3, $3.00 , $4.00 , $7.00 , $15.00 , $8.00 , $11.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Spain
4037,1976,Graduation,Divorced," $31,859.00 ",1,0,14/06/2013,77, $3.00 , $1.00 , $3.00 , $8.00 , $-   , $5.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Saudi Arabia
1928,1973,Graduation,Married," $31,814.00 ",1,0,09/02/2013,73, $35.00 , $3.00 , $20.00 , $4.00 , $1.00 , $20.00 ,2,2,0,3,9,1,0,0,0,0,0,0,Saudi Arabia
5726,1983,Master,Single," $31,788.00 ",1,0,20/03/2014,15, $16.00 , $7.00 , $23.00 , $-   , $8.00 , $6.00 ,3,3,0,4,5,0,0,0,0,0,0,1,Saudi Arabia
10500,1984,Graduation,Married," $31,761.00 ",1,0,05/04/2014,96, $19.00 , $1.00 , $20.00 , $16.00 , $14.00 , $28.00 ,2,3,0,4,5,0,0,0,0,0,0,0,Australia
7411,1964,PhD,Married," $31,686.00 ",1,1,05/06/2014,31, $11.00 , $-   , $5.00 , $-   , $-   , $1.00 ,2,1,0,3,6,0,0,0,0,0,0,0,Saudi Arabia
6941,1971,Graduation,Single," $31,632.00 ",0,0,14/07/2013,92, $17.00 , $8.00 , $12.00 , $11.00 , $15.00 , $32.00 ,1,2,1,2,7,0,0,0,0,0,0,0,Spain
7573,1978,PhD,Single," $31,626.00 ",1,0,10/05/2013,12, $39.00 , $1.00 , $9.00 , $2.00 , $1.00 , $34.00 ,1,2,1,2,7,1,0,0,0,0,1,0,Germany
4432,1976,Graduation,Divorced," $31,615.00 ",1,0,16/03/2013,82, $2.00 , $3.00 , $20.00 , $6.00 , $11.00 , $9.00 ,2,2,0,3,7,0,0,0,0,0,0,0,Spain
4713,1979,PhD,Married," $31,605.00 ",1,0,22/11/2012,15, $74.00 , $-   , $42.00 , $2.00 , $1.00 , $6.00 ,2,2,1,4,7,0,0,0,0,0,0,0,Spain
10219,1972,Graduation,Together," $31,590.00 ",1,0,18/06/2013,40, $6.00 , $2.00 , $15.00 , $6.00 , $6.00 , $3.00 ,1,1,0,3,8,0,0,0,0,0,0,0,Canada
9706,1974,PhD,Single," $31,560.00 ",1,0,24/06/2013,98, $62.00 , $1.00 , $20.00 , $4.00 , $-   , $7.00 ,2,2,1,3,8,0,0,0,0,0,0,0,Canada
5623,1980,Master,Married," $31,535.00 ",1,0,26/09/2013,95, $15.00 , $4.00 , $13.00 , $-   , $-   , $19.00 ,1,1,1,2,7,1,0,0,0,0,0,0,Spain
4088,1962,PhD,Together," $31,497.00 ",0,1,06/12/2012,22, $108.00 , $1.00 , $28.00 , $13.00 , $1.00 , $4.00 ,2,3,1,4,8,0,0,0,0,0,0,0,Spain
4971,1962,PhD,Together," $31,497.00 ",0,1,06/12/2012,22, $108.00 , $1.00 , $28.00 , $13.00 , $1.00 , $4.00 ,2,3,1,4,8,0,0,0,0,0,0,0,Saudi Arabia
8147,1960,Graduation,Married," $31,454.00 ",1,1,06/07/2013,40, $28.00 , $-   , $11.00 , $-   , $-   , $9.00 ,3,2,0,3,8,0,0,0,0,0,0,0,Spain
2488,1956,2n Cycle,Divorced," $31,395.00 ",1,1,23/03/2013,80, $23.00 , $1.00 , $25.00 , $-   , $8.00 , $7.00 ,4,2,1,3,6,0,0,0,0,0,0,0,Spain
10913,1984,Master,Single," $31,385.00 ",1,0,05/12/2012,56, $3.00 , $2.00 , $12.00 , $-   , $1.00 , $9.00 ,1,1,0,2,8,1,0,0,0,0,1,0,Spain
6215,1977,Graduation,Married," $31,353.00 ",1,1,29/12/2013,24, $10.00 , $-   , $10.00 , $3.00 , $1.00 , $7.00 ,2,1,1,2,8,0,0,0,0,0,1,0,Saudi Arabia
7224,1977,Graduation,Married," $31,353.00 ",1,1,29/12/2013,24, $10.00 , $-   , $10.00 , $3.00 , $1.00 , $7.00 ,2,1,1,2,8,0,0,0,0,0,0,0,India
5751,1973,2n Cycle,Divorced," $31,163.00 ",1,0,13/02/2014,54, $2.00 , $3.00 , $10.00 , $11.00 , $2.00 , $10.00 ,1,1,0,3,6,0,0,0,0,0,0,0,Canada
10033,1973,2n Cycle,Divorced," $31,163.00 ",1,0,13/02/2014,54, $2.00 , $3.00 , $10.00 , $11.00 , $2.00 , $10.00 ,1,1,0,3,6,0,0,0,0,0,0,0,Germany
10236,1975,Master,Single," $31,160.00 ",1,0,16/09/2013,59, $16.00 , $3.00 , $25.00 , $6.00 , $1.00 , $13.00 ,2,2,0,3,8,0,0,0,0,0,0,0,Saudi Arabia
5790,1985,Graduation,Married," $31,158.00 ",1,0,27/01/2013,62, $25.00 , $6.00 , $16.00 , $20.00 , $-   , $5.00 ,2,2,0,3,8,0,0,0,0,0,0,0,Spain
3537,1981,Graduation,Together," $31,089.00 ",1,0,17/08/2012,57, $31.00 , $3.00 , $31.00 , $2.00 , $8.00 , $4.00 ,3,3,0,4,8,0,0,0,0,0,0,0,Spain
922,1979,2n Cycle,Married," $31,086.00 ",1,1,04/05/2013,79, $16.00 , $2.00 , $11.00 , $3.00 , $-   , $16.00 ,2,1,1,2,8,1,0,0,0,0,0,0,Germany
5263,1977,2n Cycle,Married," $31,056.00 ",1,0,22/01/2013,99, $5.00 , $10.00 , $13.00 , $3.00 , $8.00 , $16.00 ,1,1,0,3,8,0,0,0,0,0,0,0,Spain
3006,1976,Graduation,Divorced," $30,992.00 ",1,0,22/04/2013,83, $17.00 , $-   , $14.00 , $7.00 , $3.00 , $2.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Canada
7386,1976,Graduation,Divorced," $30,992.00 ",1,0,22/04/2013,83, $17.00 , $-   , $14.00 , $7.00 , $3.00 , $2.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Canada
5636,1963,Graduation,Single," $30,983.00 ",0,0,09/11/2012,50, $51.00 , $4.00 , $50.00 , $12.00 , $1.00 , $49.00 ,1,4,0,3,8,0,0,0,0,0,1,0,India
5304,1974,PhD,Single," $30,899.00 ",1,0,13/10/2012,35, $24.00 , $-   , $8.00 , $-   , $-   , $1.00 ,2,1,0,3,6,0,0,0,0,0,0,0,Saudi Arabia
7186,1966,PhD,Together," $30,843.00 ",1,1,26/05/2014,43, $24.00 , $-   , $2.00 , $-   , $-   , $9.00 ,2,1,1,2,5,1,0,0,0,0,0,0,India
113,1951,Graduation,Married," $30,833.00 ",1,1,16/07/2013,33, $11.00 , $-   , $7.00 , $3.00 , $1.00 , $6.00 ,2,1,0,3,5,0,0,0,0,0,0,0,Spain
6507,1980,Graduation,Single," $30,828.00 ",1,0,04/10/2013,16, $16.00 , $11.00 , $15.00 , $2.00 , $-   , $12.00 ,2,1,1,4,3,0,0,0,0,0,0,0,Australia
1517,1969,Graduation,Single," $30,822.00 ",1,0,14/06/2013,92, $3.00 , $9.00 , $13.00 , $2.00 , $12.00 , $12.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Spain
2457,1975,Basic,Married," $30,801.00 ",0,1,26/10/2012,23, $8.00 , $4.00 , $5.00 , $15.00 , $2.00 , $11.00 ,2,1,0,3,7,0,0,0,0,0,0,0,Spain
2986,1976,Graduation,Married," $30,772.00 ",1,1,12/03/2014,89, $7.00 , $2.00 , $4.00 , $2.00 , $1.00 , $4.00 ,1,1,0,2,6,0,0,0,0,0,0,0,Canada
5234,1967,2n Cycle,Together," $30,753.00 ",1,1,11/07/2013,85, $12.00 , $5.00 , $25.00 , $-   , $9.00 , $30.00 ,2,1,1,3,5,0,0,0,0,0,0,0,Canada
9076,1980,PhD,Married," $30,732.00 ",1,0,05/01/2013,44, $155.00 , $1.00 , $25.00 , $-   , $1.00 , $3.00 ,4,4,1,4,8,0,0,0,0,0,0,0,Saudi Arabia
4099,1972,Graduation,Married," $30,675.00 ",1,0,12/11/2012,14, $10.00 , $2.00 , $16.00 , $11.00 , $2.00 , $21.00 ,1,1,0,3,8,0,0,0,0,0,0,0,Spain
9974,1974,Graduation,Married," $30,631.00 ",1,0,12/07/2013,75, $15.00 , $6.00 , $20.00 , $4.00 , $5.00 , $20.00 ,1,3,1,2,7,0,0,0,0,0,0,0,Saudi Arabia
3696,1965,Graduation,Divorced," $30,630.00 ",1,1,27/01/2014,67, $27.00 , $1.00 , $12.00 , $2.00 , $-   , $10.00 ,2,2,0,3,7,0,0,0,0,0,0,0,Spain
2711,1976,Master,Together," $30,560.00 ",1,0,27/06/2013,6, $9.00 , $1.00 , $5.00 , $4.00 , $5.00 , $7.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Canada
2814,1976,Master,Together," $30,560.00 ",1,0,27/06/2013,6, $9.00 , $1.00 , $5.00 , $4.00 , $5.00 , $7.00 ,1,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia
2447,1979,Graduation,Together," $30,545.00 ",1,0,17/10/2012,71, $4.00 , $12.00 , $15.00 , $19.00 , $7.00 , $12.00 ,2,2,0,3,7,0,0,0,0,0,0,0,India
8486,1971,Master,Together," $30,538.00 ",1,0,01/10/2012,27, $284.00 , $-   , $52.00 , $8.00 , $3.00 , $20.00 ,4,9,0,4,10,0,0,0,0,0,0,0,Spain
2795,1958,Master,Single," $30,523.00 ",2,1,01/07/2013,0, $5.00 , $-   , $3.00 , $-   , $-   , $5.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Canada
10862,1960,Master,Married," $30,522.00 ",0,1,17/08/2012,6, $179.00 , $8.00 , $83.00 , $19.00 , $11.00 , $26.00 ,5,1,2,9,2,0,0,0,0,0,0,0,Spain
615,1960,Graduation,Together," $30,507.00 ",0,0,11/03/2013,29, $65.00 , $36.00 , $74.00 , $38.00 , $20.00 , $110.00 ,1,5,1,4,7,0,0,0,0,0,0,0,Spain
10796,1984,Master,Married," $30,477.00 ",1,0,22/01/2014,16, $47.00 , $1.00 , $6.00 , $-   , $-   , $12.00 ,1,1,1,3,6,0,0,0,0,0,0,0,India
4290,1972,Graduation,Married," $30,467.00 ",1,0,19/03/2014,8, $1.00 , $3.00 , $8.00 , $2.00 , $5.00 , $5.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Canada
8341,1969,PhD,Married," $30,396.00 ",1,0,30/04/2014,22, $15.00 , $-   , $6.00 , $-   , $1.00 , $12.00 ,2,1,1,2,7,1,0,0,0,0,1,0,Spain
6365,1987,2n Cycle,Married," $30,390.00 ",0,0,02/09/2013,5, $10.00 , $12.00 , $12.00 , $25.00 , $1.00 , $20.00 ,1,2,0,3,6,0,0,0,0,0,0,0,India
